División,Curso,Grupo,Asignatura,Profesor,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10
1,1,C,201,201,9.0,8.0,10.0,10.0,8.0,7.0,10.0,10.0,8.0,10.0
1,1,C,201,201,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0
1,1,C,201,201,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0
1,1,C,201,201,9.0,9.0,9.0,10.0,10.0,9.0,9.0,10.0,10.0,9.0
1,1,C,201,201,9.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0
1,1,C,201,201,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,1,C,201,201,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0
1,1,C,201,201,8.0,8.0,7.0,6.0,6.0,9.0,9.0,9.0,7.0,7.0
1,1,C,201,201,8.0,6.0,7.0,8.0,9.0,8.0,9.0,10.0,7.0,8.0
1,1,C,201,201,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0
1,1,C,201,201,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0
1,1,C,201,201,8.0,7.0,7.0,8.0,7.0,9.0,9.0,10.0,6.0,7.0
1,1,C,201,201,7.0,6.0,3.0,8.0,7.0,9.0,10.0,10.0,2.0,4.0
1,1,C,201,201,8.0,8.0,8.0,3.0,5.0,9.0,9.0,6.0,8.0,8.0
1,1,C,201,201,9.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,1,C,201,201,6.0,9.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
1,1,C,201,201,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,1,C,201,201,7.0,3.0,3.0,8.0,5.0,9.0,10.0,10.0,4.0,7.0
1,1,C,201,201,8.0,4.0,7.0,8.0,5.0,8.0,8.0,5.0,8.0,7.0
1,1,C,201,201,7.0,5.0,5.0,5.0,7.0,10.0,7.0,9.0,7.0,6.0
1,1,C,201,201,8.0,4.0,9.0,9.0,6.0,10.0,10.0,5.0,9.0,9.0
1,1,C,201,201,8.0,9.0,6.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
1,1,C,201,201,9.0,7.0,7.0,10.0,10.0,10.0,10.0,9.0,8.0,9.0
1,1,C,201,201,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0
1,1,C,201,201,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0
1,1,C,201,201,7.0,6.0,6.0,5.0,2.0,9.0,3.0,2.0,6.0,6.0
1,1,C,204,204,10.0,10.0,9.0,8.0,9.0,10.0,9.0,6.0,10.0,10.0
1,1,C,204,204,6.0,4.0,6.0,5.0,6.0,5.0,7.0,4.0,5.0,6.0
1,1,C,204,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,1,C,204,204,9.0,5.0,6.0,5.0,10.0,5.0,7.0,6.0,6.0,6.0
1,1,C,204,204,7.0,7.0,6.0,5.0,5.0,8.0,5.0,8.0,6.0,6.0
1,1,C,204,204,9.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,9.0,8.0
1,1,C,204,204,9.0,9.0,9.0,6.0,7.0,9.0,8.0,9.0,9.0,8.0
1,1,C,204,204,6.0,5.0,6.0,4.0,5.0,6.0,6.0,7.0,5.0,6.0
1,1,C,204,204,10.0,10.0,10.0,8.0,8.0,10.0,10.0,9.0,10.0,10.0
1,1,C,204,204,10.0,5.0,9.0,2.0,9.0,10.0,10.0,1.0,5.0,7.0
1,1,C,204,204,10.0,9.0,8.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0
1,1,C,204,204,9.0,7.0,9.0,5.0,8.0,8.0,9.0,4.0,9.0,10.0
1,1,C,204,204,9.0,7.0,9.0,6.0,8.0,8.0,9.0,5.0,9.0,8.0
1,1,C,204,204,10.0,9.0,10.0,8.0,8.0,10.0,10.0,9.0,10.0,10.0
1,1,C,204,204,7.0,4.0,6.0,5.0,6.0,10.0,9.0,3.0,6.0,6.0
1,1,C,204,204,7.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,9.0,7.0
1,1,C,204,204,8.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0
1,1,C,204,204,10.0,9.0,8.0,7.0,6.0,9.0,10.0,6.0,10.0,8.0
1,1,C,204,204,9.0,10.0,9.0,7.0,9.0,10.0,9.0,6.0,9.0,9.0
1,1,C,204,204,10.0,9.0,10.0,10.0,8.0,10.0,10.0,8.0,10.0,10.0
1,1,C,204,204,6.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0
1,1,C,204,204,7.0,7.0,7.0,5.0,6.0,9.0,8.0,7.0,7.0,7.0
1,1,C,204,204,10.0,10.0,10.0,10.0,8.0,10.0,10.0,9.0,10.0,10.0
1,1,C,204,204,10.0,10.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0
1,1,C,204,204,7.0,9.0,6.0,5.0,9.0,10.0,9.0,7.0,10.0,9.0
1,1,C,204,204,9.0,6.0,6.0,5.0,6.0,7.0,9.0,7.0,7.0,7.0
1,1,C,204,204,6.0,9.0,6.0,5.0,9.0,10.0,10.0,7.0,7.0,9.0
1,2,A,201,211,8.0,7.0,10.0,8.0,8.0,6.0,8.0,8.0,10.0,9.0
1,2,A,201,211,6.0,8.0,10.0,8.0,9.0,10.0,9.0,8.0,9.0,9.0
1,2,A,201,211,7.0,9.0,7.0,8.0,7.0,6.0,7.0,6.0,8.0,7.0
1,2,A,201,211,7.0,7.0,8.0,7.0,6.0,6.0,8.0,8.0,8.0,7.0
1,2,A,201,211,8.0,10.0,10.0,9.0,7.0,7.0,9.0,9.0,10.0,9.0
1,2,A,201,211,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0
1,2,A,201,211,10.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0
1,2,A,201,211,8.0,8.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0
1,2,A,201,211,8.0,10.0,8.0,7.0,6.0,7.0,8.0,7.0,10.0,9.0
1,2,A,201,211,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,2,A,201,211,8.0,10.0,9.0,6.0,7.0,6.0,8.0,6.0,10.0,9.0
1,2,A,201,211,8.0,10.0,10.0,8.0,6.0,4.0,8.0,8.0,10.0,9.0
1,2,A,201,211,9.0,10.0,6.0,7.0,5.0,8.0,6.0,5.0,7.0,6.0
1,2,A,201,211,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,10.0,10.0
1,2,A,201,211,10.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0
1,2,A,201,211,8.0,10.0,7.0,7.0,3.0,5.0,9.0,8.0,9.0,8.0
1,2,A,201,211,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0
1,2,A,209,209,1.0,1.0,2.0,4.0,4.0,10.0,10.0,6.0,10.0,3.0
1,2,A,209,209,2.0,1.0,1.0,1.0,2.0,9.0,2.0,3.0,1.0,1.0
1,2,A,209,209,6.0,5.0,6.0,5.0,7.0,5.0,7.0,6.0,5.0,6.0
1,2,A,209,209,5.0,2.0,2.0,6.0,4.0,8.0,8.0,2.0,4.0,4.0
1,2,A,209,209,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0
1,2,A,209,209,4.0,4.0,3.0,3.0,2.0,8.0,7.0,4.0,3.0,3.0
1,2,A,209,209,7.0,5.0,5.0,4.0,4.0,8.0,6.0,5.0,8.0,7.0
1,2,A,209,209,8.0,3.0,6.0,5.0,7.0,8.0,9.0,7.0,3.0,7.0
1,2,A,206,206,7.0,7.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,7.0
1,2,A,206,206,6.0,7.0,8.0,8.0,8.0,5.0,10.0,10.0,9.0,8.0
1,2,A,206,206,4.0,7.0,7.0,9.0,9.0,4.0,6.0,3.0,9.0,7.0
1,2,A,206,206,7.0,5.0,6.0,5.0,7.0,8.0,9.0,9.0,5.0,7.0
1,2,A,206,206,7.0,7.0,6.0,8.0,7.0,3.0,10.0,2.0,8.0,8.0
1,2,A,206,206,6.0,7.0,5.0,5.0,2.0,2.0,6.0,5.0,10.0,6.0
1,2,A,206,206,7.0,5.0,5.0,5.0,6.0,6.0,8.0,6.0,6.0,7.0
1,2,A,206,206,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0
1,2,A,206,206,9.0,8.0,8.0,10.0,10.0,10.0,8.0,8.0,10.0,9.0
1,2,A,206,206,8.0,8.0,9.0,9.0,8.0,5.0,8.0,8.0,7.0,8.0
1,2,A,206,206,6.0,8.0,8.0,7.0,8.0,5.0,8.0,9.0,8.0,9.0
1,2,A,206,206,9.0,7.0,8.0,9.0,8.0,6.0,9.0,8.0,8.0,9.0
1,2,A,207,206,6.0,6.0,6.0,5.0,6.0,9.0,6.0,8.0,7.0,7.0
1,2,A,207,206,5.0,5.0,8.0,8.0,9.0,3.0,6.0,3.0,8.0,7.0
1,2,A,207,206,7.0,7.0,6.0,6.0,8.0,7.0,7.0,7.0,8.0,8.0
1,2,A,207,206,7.0,7.0,7.0,9.0,7.0,5.0,10.0,10.0,9.0,9.0
1,2,A,207,206,6.0,7.0,7.0,7.0,6.0,3.0,5.0,2.0,6.0,8.0
1,2,A,207,206,9.0,10.0,9.0,10.0,9.0,9.0,8.0,8.0,10.0,9.0
1,2,A,207,206,7.0,7.0,7.0,6.0,8.0,6.0,7.0,8.0,7.0,7.0
1,2,A,207,206,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,9.0
1,2,A,207,206,6.0,5.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0
1,2,A,207,206,8.0,9.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,9.0
1,2,A,207,206,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0
1,2,A,208,207,8.0,8.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0
1,2,A,208,207,8.0,9.0,9.0,8.0,10.0,9.0,9.0,9.0,8.0,9.0
1,2,A,208,207,9.0,9.0,10.0,8.0,10.0,9.0,9.0,10.0,8.0,9.0
1,2,A,208,207,9.0,7.0,5.0,9.0,10.0,10.0,8.0,9.0,8.0,9.0
1,2,A,208,207,9.0,7.0,7.0,7.0,8.0,9.0,8.0,9.0,8.0,8.0
1,2,A,208,207,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,10.0
1,2,A,208,207,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,2,A,208,207,8.0,7.0,6.0,8.0,7.0,7.0,6.0,5.0,8.0,5.0
1,2,A,208,207,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,2,C,206,230,10.0,10.0,9.0,10.0,8.0,8.0,10.0,7.0,10.0,9.0
1,2,C,206,230,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1,2,C,206,230,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
1,2,C,206,230,10.0,10.0,9.0,10.0,8.0,9.0,10.0,8.0,9.0,10.0
1,2,C,206,230,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
1,2,C,206,230,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1,2,C,208,208,9.0,5.0,8.0,7.0,7.0,9.0,9.0,8.0,7.0,8.0
1,2,C,208,208,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0
1,2,C,208,208,6.0,8.0,9.0,8.0,6.0,9.0,8.0,8.0,8.0,7.0
1,2,C,208,208,7.0,8.0,6.0,9.0,7.0,5.0,9.0,9.0,8.0,8.0
1,2,C,207,206,9.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0
1,2,C,207,206,9.0,7.0,8.0,9.0,8.0,9.0,10.0,9.0,10.0,8.0
1,2,C,207,206,3.0,4.0,2.0,1.0,9.0,4.0,6.0,2.0,1.0,2.0
1,2,C,207,206,5.0,3.0,3.0,3.0,5.0,8.0,6.0,10.0,3.0,4.0
1,2,C,207,206,8.0,4.0,6.0,3.0,5.0,5.0,8.0,6.0,7.0,7.0
1,2,C,207,206,5.0,2.0,6.0,1.0,5.0,7.0,5.0,5.0,1.0,2.0
1,2,C,207,206,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0
1,2,C,207,206,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0
1,2,C,210,212,6.0,9.0,6.0,9.0,8.0,9.0,9.0,9.0,9.0,7.0
1,2,C,210,212,8.0,8.0,6.0,8.0,6.0,9.0,9.0,8.0,9.0,8.0
1,2,C,210,212,10.0,9.0,8.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0
1,2,C,210,212,2.0,1.0,1.0,1.0,5.0,9.0,3.0,2.0,2.0,3.0
1,2,C,210,212,9.0,9.0,10.0,7.0,7.0,10.0,10.0,10.0,10.0,9.0
1,2,C,210,212,5.0,3.0,5.0,7.0,5.0,9.0,8.0,8.0,7.0,7.0
1,2,C,210,212,5.0,8.0,6.0,9.0,9.0,10.0,10.0,8.0,10.0,9.0
1,2,C,209,210,7.0,5.0,6.0,6.0,5.0,8.0,6.0,7.0,8.0,8.0
1,2,C,209,210,7.0,7.0,7.0,9.0,10.0,10.0,10.0,10.0,6.0,8.0
1,2,C,209,210,9.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0
1,2,C,209,210,9.0,7.0,8.0,8.0,9.0,10.0,9.0,10.0,9.0,9.0
1,2,C,209,210,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1,2,C,209,210,6.0,7.0,6.0,7.0,6.0,10.0,8.0,8.0,6.0,7.0
1,2,C,209,210,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
1,2,C,209,210,7.0,9.0,7.0,7.0,5.0,10.0,10.0,7.0,7.0,7.0
1,2,C,209,210,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1,2,C,209,210,9.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0
1,2,C,209,210,6.0,4.0,5.0,8.0,8.0,8.0,8.0,10.0,6.0,7.0
1,2,C,209,210,9.0,9.0,8.0,10.0,9.0,9.0,10.0,9.0,8.0,8.0
1,2,C,209,210,9.0,9.0,9.0,9.0,8.0,10.0,8.0,8.0,9.0,8.0
1,2,C,209,210,9.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0
1,3,A,211,256,6.0,2.0,6.0,8.0,8.0,10.0,6.0,9.0,5.0,6.0
1,3,A,211,256,7.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0
1,3,A,211,256,8.0,4.0,7.0,7.0,8.0,10.0,10.0,7.0,5.0,8.0
1,3,A,211,256,5.0,4.0,3.0,3.0,5.0,10.0,5.0,5.0,4.0,5.0
1,3,A,211,256,10.0,5.0,6.0,6.0,7.0,10.0,10.0,7.0,7.0,8.0
1,3,A,211,256,8.0,7.0,7.0,10.0,9.0,10.0,10.0,10.0,7.0,8.0
1,3,A,211,256,10.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0
1,3,A,211,256,5.0,5.0,6.0,7.0,6.0,9.0,8.0,6.0,6.0,6.0
1,3,A,211,256,9.0,5.0,7.0,9.0,5.0,10.0,10.0,10.0,2.0,9.0
1,3,A,211,256,8.0,4.0,7.0,5.0,5.0,9.0,8.0,7.0,4.0,6.0
1,3,A,212,215,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1,3,A,212,215,10.0,8.0,7.0,6.0,9.0,10.0,9.0,10.0,9.0,7.0
1,3,A,212,215,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,212,215,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,212,215,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0
1,3,A,212,215,8.0,6.0,7.0,7.0,6.0,9.0,9.0,8.0,8.0,8.0
1,3,A,212,215,7.0,6.0,6.0,8.0,7.0,9.0,8.0,5.0,9.0,7.0
1,3,A,212,215,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0
1,3,A,212,215,8.0,6.0,6.0,6.0,6.0,8.0,8.0,10.0,9.0,7.0
1,3,A,212,215,8.0,9.0,10.0,9.0,8.0,9.0,10.0,9.0,8.0,10.0
1,3,A,212,215,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1,3,A,212,215,9.0,10.0,9.0,8.0,9.0,10.0,10.0,9.0,10.0,9.0
1,3,A,212,215,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,212,215,6.0,5.0,2.0,2.0,3.0,10.0,8.0,8.0,3.0,5.0
1,3,A,212,215,6.0,7.0,6.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0
1,3,A,212,215,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,10.0,8.0
1,3,A,212,215,8.0,6.0,7.0,6.0,8.0,10.0,9.0,9.0,9.0,8.0
1,3,A,212,215,8.0,8.0,7.0,7.0,8.0,10.0,8.0,7.0,9.0,9.0
1,3,A,212,215,9.0,8.0,8.0,6.0,7.0,10.0,8.0,9.0,9.0,9.0
1,3,A,212,215,8.0,8.0,8.0,6.0,8.0,10.0,10.0,7.0,10.0,8.0
1,3,A,212,215,9.0,8.0,9.0,9.0,8.0,10.0,9.0,8.0,8.0,8.0
1,3,A,212,215,9.0,9.0,4.0,1.0,4.0,10.0,9.0,10.0,9.0,4.0
1,3,A,213,217,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0
1,3,A,213,217,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0
1,3,A,213,217,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1,3,A,213,217,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,213,217,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0
1,3,A,213,217,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0
1,3,A,213,217,10.0,10.0,10.0,10.0,9.0,9.0,9.0,6.0,9.0,9.0
1,3,A,213,217,10.0,10.0,10.0,10.0,4.0,3.0,7.0,1.0,5.0,4.0
1,3,A,213,217,10.0,10.0,10.0,10.0,9.0,6.0,10.0,10.0,10.0,10.0
1,3,A,213,217,9.0,10.0,8.0,7.0,9.0,6.0,10.0,7.0,9.0,10.0
1,3,A,213,217,10.0,10.0,10.0,10.0,10.0,7.0,10.0,8.0,10.0,10.0
1,3,A,213,217,10.0,9.0,9.0,9.0,5.0,5.0,10.0,7.0,8.0,9.0
1,3,A,213,217,7.0,7.0,7.0,8.0,7.0,5.0,7.0,8.0,7.0,7.0
1,3,A,213,217,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,213,217,10.0,10.0,9.0,10.0,9.0,6.0,9.0,8.0,9.0,9.0
1,3,A,213,217,9.0,7.0,9.0,9.0,6.0,6.0,9.0,9.0,9.0,9.0
1,3,A,213,217,8.0,8.0,7.0,7.0,8.0,10.0,8.0,8.0,9.0,9.0
1,3,A,213,217,9.0,7.0,7.0,7.0,6.0,5.0,8.0,9.0,7.0,7.0
1,3,A,213,217,9.0,10.0,9.0,6.0,8.0,7.0,10.0,10.0,9.0,8.0
1,3,A,213,217,8.0,6.0,9.0,9.0,8.0,9.0,10.0,9.0,10.0,8.0
1,3,A,213,217,7.0,6.0,6.0,7.0,6.0,9.0,7.0,7.0,7.0,7.0
1,3,A,214,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,214,204,8.0,10.0,10.0,9.0,8.0,10.0,10.0,9.0,10.0,10.0
1,3,A,214,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,214,204,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,214,204,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0
1,3,A,214,204,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1,3,A,214,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,214,204,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
1,3,A,214,204,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
1,3,A,214,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,10.0,10.0
1,3,A,214,204,8.0,8.0,8.0,9.0,9.0,10.0,10.0,9.0,8.0,9.0
1,3,A,214,204,5.0,8.0,7.0,7.0,5.0,9.0,9.0,9.0,8.0,10.0
1,3,A,214,204,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,10.0,10.0
1,3,A,214,204,9.0,9.0,9.0,8.0,7.0,10.0,9.0,7.0,10.0,9.0
1,3,A,214,204,9.0,10.0,9.0,10.0,8.0,9.0,10.0,10.0,9.0,10.0
1,3,A,214,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,214,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,A,214,204,9.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0
1,3,C,244,226,10.0,1.0,10.0,1.0,9.0,10.0,10.0,10.0,10.0,10.0
1,3,C,244,226,9.0,10.0,9.0,8.0,9.0,10.0,10.0,9.0,10.0,10.0
1,3,C,244,226,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,C,214,204,4.0,3.0,3.0,4.0,5.0,6.0,10.0,8.0,5.0,10.0
1,3,C,214,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,C,214,204,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,C,212,216,8.0,7.0,8.0,9.0,8.0,10.0,9.0,8.0,9.0,8.0
1,3,C,212,216,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,C,212,216,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0
1,3,C,212,216,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,C,212,216,9.0,8.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0
1,3,C,211,213,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,3,C,211,213,7.0,6.0,8.0,8.0,7.0,5.0,7.0,9.0,10.0,9.0
1,4,A,218,255,9.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,218,255,7.0,6.0,7.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0
1,4,A,218,255,9.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,7.0,9.0
1,4,A,218,255,9.0,7.0,8.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0
1,4,A,218,255,7.0,8.0,9.0,9.0,8.0,10.0,10.0,8.0,8.0,10.0
1,4,A,218,255,10.0,9.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0
1,4,A,218,255,8.0,7.0,9.0,10.0,9.0,10.0,10.0,10.0,9.0,9.0
1,4,A,218,255,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,218,255,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,218,255,6.0,5.0,5.0,7.0,6.0,10.0,8.0,7.0,6.0,6.0
1,4,A,218,255,5.0,6.0,7.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0
1,4,A,218,255,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,10.0
1,4,A,218,255,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,218,255,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,218,255,8.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0
1,4,A,218,255,10.0,10.0,10.0,9.0,9.0,10.0,10.0,8.0,8.0,9.0
1,4,A,218,255,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0,8.0
1,4,A,218,255,8.0,7.0,7.0,9.0,8.0,10.0,7.0,5.0,9.0,9.0
1,4,A,218,255,9.0,8.0,10.0,9.0,9.0,10.0,10.0,9.0,8.0,9.0
1,4,A,218,255,9.0,7.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.0
1,4,A,218,255,10.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,10.0
1,4,A,215,216,8.0,7.0,8.0,9.0,8.0,9.0,7.0,9.0,8.0,8.0
1,4,A,215,216,5.0,7.0,7.0,8.0,9.0,10.0,10.0,7.0,10.0,8.0
1,4,A,215,216,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,215,216,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,215,216,8.0,7.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,10.0
1,4,A,215,216,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
1,4,A,215,216,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0
1,4,A,215,216,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,215,216,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0
1,4,A,215,216,8.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,8.0,9.0
1,4,A,215,216,7.0,7.0,6.0,7.0,7.0,9.0,9.0,7.0,7.0,7.0
1,4,A,215,216,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0
1,4,A,215,216,8.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,4.0,1.0
1,4,A,215,216,10.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0
1,4,A,215,216,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,215,216,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,215,216,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,216,218,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,216,218,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
1,4,A,216,218,9.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,10.0
1,4,A,216,218,9.0,5.0,10.0,6.0,10.0,9.0,10.0,10.0,6.0,10.0
1,4,A,216,218,10.0,10.0,10.0,8.0,7.0,10.0,10.0,10.0,8.0,10.0
1,4,A,216,218,7.0,6.0,6.0,7.0,6.0,8.0,9.0,9.0,9.0,8.0
1,4,A,216,218,9.0,8.0,9.0,9.0,9.0,10.0,10.0,10.0,7.0,9.0
